CODE	LABEL
HP:0010762	Chordoma
HP:0010763	Low insertion of columella
HP:0010764	Short eyelashes
HP:0010765	Palmar hyperkeratosis
HP:0010766	Ectopic calcification
HP:0010767	Sacrococcygeal pilonidal abnormality
HP:0010769	Pilonidal sinus
HP:0010772	Anomalous pulmonary venous return
HP:0010773	Partial anomalous pulmonary venous return
HP:0010774	Cor triatriatum
HP:0010775	Vascular ring
HP:0010780	Hyperacusis
HP:0010781	Skin dimple
HP:0010783	Erythema
HP:0010784	Uterine neoplasm
HP:0010785	Gonadal neoplasm
HP:0010786	Urinary tract neoplasm
HP:0010787	Genital neoplasm
HP:0010788	Testicular neoplasm
HP:0010789	Abnormality of the Leydig cells
HP:0010791	Hyperplasia of the Leydig cells
HP:0010794	Impaired visuospatial constructive cognition
HP:0010797	Hemangioblastoma
HP:0010799	Pinealoma
HP:0010800	Absent cupid's bow
HP:0010801	Underdeveloped nasolabial fold
HP:0010803	Everted upper lip vermilion
HP:0010804	Tented upper lip vermilion
HP:0010806	U-Shaped upper lip vermilion
HP:0010807	Open bite
HP:0010808	Protruding tongue
HP:0010809	Broad uvula
HP:0010810	Long uvula
HP:0010812	Short uvula
HP:0010814	Abnormal position of hair whorl
HP:0010815	Nevus sebaceous
HP:0010816	Epidermal nevus
HP:0010817	Linear nevus sebaceous
HP:0010818	Generalized tonic seizure
HP:0010819	Atonic seizure
HP:0010821	Focal emotional seizure with laughing
HP:0010825	Abnormality of the eleventh cranial nerve
HP:0010826	Abnormality of the twelfth cranial nerve
HP:0010827	Abnormality of the seventh cranial nerve
HP:0010828	Hemifacial spasm
HP:0010829	Impaired temperature sensation
HP:0010830	Impaired tactile sensation
HP:0010831	Impaired proprioception
HP:0010832	Abnormality of pain sensation
HP:0010833	Spontaneous pain sensation
HP:0010836	Abnormal circulating copper concentration
HP:0010837	Decreased serum ceruloplasmin
HP:0010838	High nonceruloplasmin-bound serum copper
HP:0010841	Multifocal epileptiform discharges
HP:0010844	EEG with multifocal slow activity
HP:0010845	EEG with generalized slow activity
HP:0010846	EEG with persistent abnormal rhythmic activity
HP:0010848	EEG with spike-wave complexes (2.5-3.5 Hz)
HP:0010849	EEG with spike-wave complexes (>3.5 Hz)
HP:0010850	EEG with spike-wave complexes
HP:0010851	EEG with burst suppression
HP:0010852	EEG with photoparoxysmal response
HP:0010853	EEG with periodic lateralized epileptiform discharges
HP:0010862	Delayed fine motor development
HP:0010863	Receptive language delay
HP:0010864	Intellectual disability, severe
HP:0010866	Abdominal wall defect
HP:0010867	Dyssynergia
HP:0010871	Sensory ataxia
HP:0010872	T-wave inversion
HP:0010873	Cervical spinal cord atrophy
HP:0010874	Tendon xanthomatosis
HP:0010876	Abnormal circulating protein level
HP:0010878	Fetal cystic hygroma
HP:0010880	Increased nuchal translucency
HP:0010881	Abnormality of the umbilical cord
HP:0010882	Pulmonary valve atresia
HP:0010883	Aortic valve atresia
HP:0010885	Avascular necrosis
HP:0010886	Osteochondritis Dissecans
HP:0010891	Morbus Scheuermann
HP:0010892	Abnormal circulating branched chain amino acid concentration
HP:0010893	Abnormal circulating phenylalanine concentration
HP:0010894	Abnormal circulating serine family amino acid concentration
HP:0010895	Abnormal circulating glycine concentration
HP:0010896	Hypersarcosinemia
HP:0010897	Hypersarcosinuria
HP:0010898	Abnormal circulating sarcosine concentration
HP:0010899	Abnormal circulating aspartate family amino acid concentration
HP:0010900	Abnormal circulating threonine concentration
HP:0010901	Abnormal circulating methionine concentration
HP:0010902	Abnormal circulating glutamine family amino acid concentration
HP:0010903	Abnormal circulating glutamine concentration
HP:0010904	Abnormal circulating histidine concentration
HP:0010906	Hyperhistidinemia
HP:0010907	Abnormal circulating proline concentration
HP:0010908	Abnormal circulating lysine concentration
HP:0010909	Abnormal circulating arginine concentration
HP:0010912	Abnormal circulating isoleucine concentration
HP:0010913	Hyperisoleucinemia
HP:0010915	Abnormal circulating pyruvate family amino acid concentration
HP:0010916	Abnormal circulating alanine concentration
HP:0010917	Abnormal circulating tyrosine concentration
HP:0010919	Abnormal circulating homocysteine concentration
HP:0010920	Zonular cataract
HP:0010922	Membranous cataract
HP:0010923	Anterior subcapsular cataract
HP:0010924	Posterior cortical cataract
HP:0010925	Nuclear punctate cataract
HP:0010927	Abnormal blood inorganic cation concentration
HP:0010929	Abnormal blood cation concentration
HP:0010930	Abnormal blood monovalent inorganic cation concentration
HP:0010931	Abnormal blood sodium concentration
HP:0010932	Abnormal circulating nucleobase concentration
HP:0010933	Hyperxanthinemia
HP:0010934	Xanthinuria
HP:0010935	Abnormality of the upper urinary tract
HP:0010936	Abnormality of the lower urinary tract
HP:0010937	Abnormality of the nasal skeleton
HP:0010938	Abnormality of the external nose
HP:0010939	Abnormality of the nasal bone
HP:0010940	Aplasia/Hypoplasia of the nasal bone
HP:0010943	Echogenic fetal bowel
HP:0010944	Abnormal renal pelvis morphology
HP:0010945	Fetal pyelectasis
HP:0010946	Dilatation of the renal pelvis
HP:0010948	Abnormality of the fetal cardiovascular system
HP:0010950	Abnormality of the fourth ventricle
HP:0010952	Mild fetal ventriculomegaly
HP:0010953	Noncommunicating hydrocephalus
HP:0010954	Hypoplastic right heart
HP:0010955	Dilatation of the bladder
HP:0010957	Congenital posterior urethral valve
HP:0010958	Bilateral renal agenesis
HP:0010959	Congenital cystic adenomatoid malformation of the lung
HP:0010964	Abnormal circulating long-chain fatty-acid concentration
HP:0010965	Abnormal circulating phytanic acid level
HP:0010966	Abnormal circulating fatty-acid anion concentration
HP:0010967	Abnormal circulating carnitine concentration
HP:0010969	Abnormality of glycolipid metabolism
HP:0010970	Blood group antigen abnormality
HP:0010971	Absence of Lutheran antigen on erythrocytes
HP:0010972	Anemia of inadequate production
HP:0010974	Abnormal myeloid leukocyte morphology
HP:0010975	Abnormal B cell count
HP:0010976	B lymphocytopenia
HP:0010977	Abnormal phagocytosis
HP:0010978	Abnormality of immune system physiology
HP:0010979	Abnormality of lipoprotein cholesterol concentration
HP:0010980	Hyperlipoproteinemia
HP:0010981	Hypolipoproteinemia
HP:0010982	Polygenic inheritance
HP:0010983	Oligogenic inheritance
HP:0010984	Digenic inheritance
HP:0010985	Gonosomal inheritance
HP:0010987	Abnormal cellular immune system morphology
HP:0010988	Abnormality of the extrinsic pathway
HP:0010989	Abnormality of the intrinsic pathway
HP:0010990	Abnormality of the common coagulation pathway
HP:0010991	Abnormal morphology of the abdominal musculature
HP:0010993	Abnormality of the cerebral subcortex
HP:0010994	Abnormal corpus striatum morphology
HP:0010995	Abnormal circulating dicarboxylic acid concentration
HP:0010996	Abnormal circulating monocarboxylic acid cocentration
HP:0010997	Chromosomal breakage induced by ionizing radiation
HP:0010999	Aplasia of the optic tract
HP:0011000	Aplasia/Hypoplasia of the optic tract
HP:0011001	Increased bone mineral density
HP:0011002	Osteopetrosis
HP:0011003	High myopia
HP:0011004	Abnormal systemic arterial morphology
HP:0011006	Abnormal morphology of the musculature of the neck
HP:0011008	Temporal pattern
HP:0011013	Abnormal circulating carbohydrate concentration
HP:0011014	Abnormal glucose homeostasis
HP:0011015	Abnormal blood glucose concentration
HP:0011016	Abnormality of urine glucose concentration
HP:0011017	Abnormal cellular physiology
HP:0011018	Abnormality of the cell cycle
HP:0011019	Abnormality of chromosome condensation
HP:0011020	Abnormality of mucopolysaccharide metabolism
HP:0011021	Abnormality of circulating enzyme level
HP:0011022	Abnormal circulating unsaturated fatty acid concentration
HP:0011023	Abnormal circulating prostaglandin circulation
HP:0011024	Abnormality of the gastrointestinal tract
HP:0011025	Abnormal cardiovascular system physiology
HP:0011026	Aplasia/Hypoplasia of the vagina
HP:0011027	Abnormal fallopian tube morphology
HP:0011028	Abnormality of blood circulation
HP:0011029	Internal hemorrhage
HP:0011030	Abnormal blood transition element cation concentration
HP:0011031	Abnormality of iron homeostasis
HP:0011032	Abnormality of fluid regulation
HP:0011033	Impairment of fructose metabolism
HP:0011034	Amyloidosis
HP:0011035	Abnormal renal cortex morphology
HP:0011036	Abnormality of renal excretion
HP:0011037	Decreased urine output
HP:0011038	Abnormality of renal resorption
HP:0011039	Abnormality of the helix
HP:0011040	Abnormality of the intrahepatic bile duct
HP:0011041	Aplasia/Hypoplasia of the cervical spine
HP:0011042	Abnormal blood potassium concentration
HP:0011043	Abnormality of circulating adrenocorticotropin level
HP:0011044	Abnormal number of permanent teeth
HP:0011051	Agenesis of premolar
HP:0011054	Agenesis of molar
HP:0011060	Dentinogenesis imperfecta limited to primary teeth
HP:0011061	Abnormality of dental structure
HP:0011062	Misalignment of incisors
HP:0011063	Abnormality of incisor morphology
HP:0011064	Abnormal number of incisors
HP:0011065	Conical incisor
HP:0011067	Mesiodens
HP:0011068	Odontoma
HP:0011069	Increased number of teeth
HP:0011070	Abnormality of molar morphology
HP:0011071	Abnormality of permanent molar morphology
HP:0011072	Rootless teeth
HP:0011073	Abnormality of dental color
HP:0011076	Abnormality of premolar
HP:0011077	Abnormality of molar
HP:0011078	Abnormality of canine
HP:0011079	Impacted tooth
HP:0011081	Incisor macrodontia
HP:0011084	Hypocalcification of dental enamel
HP:0011085	Hypomature dental enamel
HP:0011087	Talon cusp
HP:0011089	Double tooth
HP:0011090	Fused teeth
HP:0011092	Mulberry molar
HP:0011094	Overbite
HP:0011095	Overjet
HP:0011096	Peripheral demyelination
HP:0011097	Epileptic spasm
HP:0011098	Speech apraxia
HP:0011099	Spastic hemiparesis
HP:0011100	Intestinal atresia
HP:0011102	Ileal atresia
HP:0011103	Abnormal left ventricular outflow tract morphology
HP:0011104	Abnormality of blood volume homeostasis
HP:0011105	Hypervolemia
HP:0011106	Hypovolemia
HP:0011107	Recurrent aphthous stomatitis
HP:0011108	Recurrent sinusitis
HP:0011109	Chronic sinusitis
HP:0011110	Tonsillitis
HP:0011111	Abnormality of immune serum protein physiology
HP:0011112	Abnormality of serum cytokine level
HP:0011113	Abnormality of cytokine secretion
HP:0011114	Defective production of NFKB1-dependent cytokines
HP:0011119	Abnormality of the nasal dorsum
HP:0011120	Concave nasal ridge
HP:0011121	Abnormality of skin morphology
HP:0011122	Abnormality of skin physiology
HP:0011123	Inflammatory abnormality of the skin
HP:0011124	Abnormality of epidermal morphology
HP:0011125	Abnormality of dermal melanosomes
HP:0011127	Perioral eczema
HP:0011130	Abnormal renal calyx morphology
HP:0011132	Chronic furunculosis
HP:0011133	Increased sensitivity to ionizing radiation
HP:0011134	Low-grade fever
HP:0011135	Aplasia/Hypoplasia of the sweat glands
HP:0011136	Aplasia of the sweat glands
HP:0011138	Abnormality of skin adnexa morphology
HP:0011145	Symptomatic seizures
HP:0011146	Dialeptic seizure
HP:0011147	Typical absence seizure
HP:0011150	Myoclonic absence seizure
HP:0011151	Atypical absence status epilepticus
HP:0011153	Focal motor seizure
HP:0011157	Focal sensory seizure
HP:0011158	Focal sensory seizure with auditory features
HP:0011165	Focal sensory seizure with visual features
HP:0011166	Focal myoclonic seizure
HP:0011167	Focal tonic seizure
HP:0011168	Eyelid myoclonias
HP:0011169	Generalized clonic seizure
HP:0011170	Generalized myoclonic-atonic seizure
HP:0011172	Complex febrile seizure
HP:0011176	EEG with constitutional variants
HP:0011182	Interictal epileptiform activity
HP:0011185	EEG with focal epileptiform discharges
HP:0011186	Focal epileptiform discharges with limited propagation to contralateral hemisphere
HP:0011188	Focal EEG discharges with secondary generalization
HP:0011190	Uni- and bilateral multifocal epileptiform discharges
HP:0011193	EEG with focal spikes
HP:0011194	EEG with series of focal spikes
HP:0011195	EEG with focal sharp slow waves
HP:0011196	EEG with focal sharp waves
HP:0011197	EEG with focal spike waves
HP:0011198	EEG with generalized epileptiform discharges
HP:0011199	EEG with generalized sharp slow waves
HP:0011203	EEG with abnormally slow frequencies
HP:0011204	EEG with continuous slow activity
HP:0011217	Abnormal shape of the occiput
HP:0011218	Abnormal shape of the frontal region
HP:0011219	Short face
HP:0011220	Prominent forehead
HP:0011221	Vertical forehead creases
HP:0011223	Metopic depression
HP:0011224	Ablepharon
HP:0011225	Epiblepharon
HP:0011226	Aplasia/Hypoplasia of the eyelid
HP:0011227	Elevated C-reactive protein level
HP:0011228	Horizontal eyebrow
HP:0011229	Broad eyebrow
HP:0011230	Laterally extended eyebrow
HP:0011231	Prominent eyelashes
HP:0011232	Infra-orbital fold
HP:0011235	Additional crus of antihelix
HP:0011245	Abnormality of superior crus of antihelix
HP:0011246	Underdeveloped superior crus of antihelix
HP:0011247	Prominent superior crus of antihelix
HP:0011251	Underdeveloped antitragus
HP:0011255	Absent crus of helix
HP:0011265	Cleft earlobe
HP:0011266	Microtia, first degree
HP:0011267	Microtia, third degree
HP:0011268	Absent tragus
HP:0011271	Prominent tragus
HP:0011272	Underdeveloped tragus
HP:0011273	Anisocytosis
HP:0011274	Recurrent mycobacterial infections
HP:0011275	Recurrent mycobacterium avium complex infections
HP:0011276	Vascular skin abnormality
HP:0011277	Abnormality of the urinary system physiology
HP:0011279	Abnormality of urine bicarbonate concentration
HP:0011280	Abnormality of urine calcium concentration
HP:0011281	Abnormality of urine catecholamine concentration
HP:0011282	Abnormality of hindbrain morphology
HP:0011283	Abnormality of the metencephalon
HP:0011285	Long-segment aganglionic megacolon
HP:0011290	EEG with frontal sharp slow waves
HP:0011295	EEG with parietal sharp waves
HP:0011297	Abnormal digit morphology
HP:0011298	Prominent digit pad
HP:0011300	Broad fingertip
HP:0011302	Long palm
HP:0011304	Broad thumb
HP:0011305	Partial absence of toe
HP:0011308	Slender toe
HP:0011309	Tapered toe
HP:0011310	Bridged palmar crease
HP:0011311	Sydney crease
HP:0011313	Narrow nail
HP:0011314	Abnormality of long bone morphology
HP:0011315	Unicoronal synostosis
HP:0011318	Bicoronal synostosis
HP:0011323	Cleft of chin
HP:0011324	Multiple suture craniosynostosis
HP:0011325	Pansynostosis
HP:0011326	Anterior plagiocephaly
HP:0011327	Posterior plagiocephaly
HP:0011328	Abnormality of fontanelles
HP:0011329	Abnormality of cranial sutures
HP:0011330	Metopic synostosis
HP:0011332	Hemifacial hypoplasia
HP:0011333	Asymmetric crying face
HP:0011334	Facial shape deformation
HP:0011335	Frontal hirsutism
HP:0011336	Bitemporal forceps marks
HP:0011337	Abnormality of mouth size
HP:0011338	Abnormality of mouth shape
HP:0011339	Abnormality of upper lip vermillion
HP:0011341	Long upper lip
HP:0011342	Mild global developmental delay
HP:0011343	Moderate global developmental delay
HP:0011344	Severe global developmental delay
HP:0011346	Mild expressive language delay
HP:0011347	Abnormality of ocular abduction
HP:0011348	Abnormality of the sixth cranial nerve
HP:0011349	Abducens palsy
HP:0011351	Moderate receptive language delay
HP:0011352	Severe receptive language delay
HP:0011353	Arterial intimal fibrosis
HP:0011354	Generalized abnormality of skin
HP:0011355	Localized skin lesion
HP:0011356	Regional abnormality of skin
HP:0011358	Generalized hypopigmentation of hair
HP:0011359	Dry hair
HP:0011360	Acquired abnormal hair pattern
HP:0011361	Congenital abnormal hair pattern
HP:0011362	Abnormal hair quantity
HP:0011363	Abnormality of hair growth rate
HP:0011364	White hair
HP:0011365	Patchy hypopigmentation of hair
HP:0011367	Yellow nails
HP:0011368	Epidermal thickening
HP:0011370	Recurrent cutaneous fungal infections
HP:0011372	Aplasia of the inner ear
HP:0011373	Incomplete partition of the cochlea
HP:0011376	Morphological abnormality of the vestibule of the inner ear
HP:0011379	Dilated vestibule of the inner ear
HP:0011380	Morphological abnormality of the semicircular canal
HP:0011381	Aplasia of the semicircular canal
HP:0011382	Hypoplasia of the semicircular canal
HP:0011384	Abnormality of the internal auditory canal
HP:0011386	Narrow internal auditory canal
HP:0011387	Enlarged vestibular aqueduct
HP:0011388	Enlarged cochlear aqueduct
HP:0011389	Functional abnormality of the inner ear
HP:0011390	Morphological abnormality of the inner ear
HP:0011395	Aplasia/Hypoplasia of the cochlea
HP:0011397	Abnormality of the dorsal column of the spinal cord
HP:0011398	Central hypotonia
HP:0011399	Tibialis atrophy
HP:0011400	Abnormal CNS myelination
HP:0011401	Delayed peripheral myelination
HP:0011403	Abnormal umbilical cord blood vessels
HP:0011405	Childhood onset short-limb short stature
HP:0011406	Infancy onset short-trunk short stature
HP:0011407	Proportionate tall stature
HP:0011409	Abnormality of placental membranes
HP:0011410	Caesarian section
HP:0011414	Hydropic placenta
HP:0011419	Placental abruption
HP:0011420	Age of death
HP:0011422	Abnormal blood chloride concentration
HP:0011423	Hyperchloremia
HP:0011424	Increased serum zinc
HP:0011425	Fetal ultrasound soft marker
HP:0011436	Abnormal maternal serum screening
HP:0011438	Maternal teratogenic exposure
HP:0011441	Abnormality of the medulla oblongata
HP:0011442	Abnormal central motor function
HP:0011443	Abnormality of coordination
HP:0011445	Athetoid cerebral palsy
HP:0011446	Abnormality of higher mental function
HP:0011447	Hyposegmentation of neutrophil nuclei
HP:0011448	Ankle clonus
HP:0011449	Knee clonus
HP:0011450	Unusual CNS infection
HP:0011451	Congenital microcephaly
HP:0011452	Functional abnormality of the middle ear
HP:0011457	Loss of eyelashes
HP:0011458	Abdominal symptom
HP:0011459	Esophageal carcinoma
HP:0011462	Young adult onset
HP:0011463	Childhood onset
HP:0011466	Aplasia/Hypoplasia of the gallbladder
HP:0011467	Absent gallbladder
HP:0011468	Facial tics
HP:0011469	Nasal regurgitation
HP:0011470	Nasogastric tube feeding in infancy
HP:0011471	Gastrostomy tube feeding in infancy
HP:0011472	Abnormality of small intestinal villus morphology
HP:0011473	Villous atrophy
HP:0011474	Childhood onset sensorineural hearing impairment
HP:0011476	Profound sensorineural hearing impairment
HP:0011477	Upbeat nystagmus
HP:0011478	True anophthalmia
HP:0011479	Abnormal lacrimal punctum morphology
HP:0011480	Unilateral microphthalmos
HP:0011481	Abnormal lacrimal duct morphology
HP:0011482	Abnormal lacrimal gland morphology
HP:0011483	Anterior synechiae of the anterior chamber
HP:0011484	Posterior synechiae of the anterior chamber
HP:0011486	Abnormality of corneal thickness
HP:0011487	Increased corneal thickness
HP:0011488	Abnormal corneal endothelium morphology
HP:0011489	Abnormal migration of corneal endothelium
HP:0011490	Abnormal Descemet membrane morphology
HP:0011491	Reduced number of corneal endothelial cells
HP:0011492	Abnormality of corneal stroma
HP:0011493	Central opacification of the cornea
HP:0011494	Generalized opacification of the cornea
HP:0011495	Abnormal corneal epithelium morphology
HP:0011496	Corneal neovascularization
HP:0011499	Mydriasis
HP:0011500	Polycoria
HP:0011501	Anterior lenticonus
HP:0011502	Posterior lenticonus
HP:0011504	Bull's eye maculopathy
HP:0011505	Cystoid macular edema
HP:0011506	Choroidal neovascularization
HP:0011507	Macular flecks
HP:0011508	Macular hole
HP:0011509	Macular hyperpigmentation
HP:0011510	Drusen
HP:0011512	Hyperpigmentation of the fundus
HP:0011513	Retinal cavernous angioma
HP:0011514	Abnormality of binocular vision
HP:0011516	Achromatopsia
HP:0011517	Cone monochromacy
HP:0011519	Anomalous trichromacy
HP:0011520	Deuteranomaly
HP:0011524	Iris melanoma
HP:0011526	Abnormality of lens shape
HP:0011527	Lentiglobus
HP:0011530	Retinal hole
HP:0011531	Vitritis
HP:0011532	Subretinal exudate
HP:0011534	Abnormal spatial orientation of the cardiac segments
HP:0011535	Abnormal atrial arrangement
HP:0011536	Right atrial isomerism
HP:0011537	Left atrial isomerism
HP:0011539	Atrial situs ambiguous
HP:0011545	Abnormal connection of the cardiac segments
HP:0011546	Abnormal atrioventricular connection
HP:0011560	Mitral atresia
HP:0011563	Abnormal ventriculoarterial connection
HP:0011565	Common atrium
HP:0011573	Hypoplastic tricuspid valve
HP:0011574	Imperforate atrioventricular valve
HP:0011575	Imperforate tricuspid valve
HP:0011577	Partial atrioventricular canal defect
HP:0011579	Unbalanced atrioventricular canal defect
HP:0011580	Short chordae tendineae of the mitral valve
HP:0011581	Double outlet left ventricle
HP:0011587	Abnormal branching pattern of the aortic arch
HP:0011590	Double aortic arch
HP:0011599	Mesocardia
HP:0011603	Congenital malformation of the great arteries
HP:0011611	Interrupted aortic arch
HP:0011620	Abnormality of abdominal situs
HP:0011622	Inlet ventricular septal defect
HP:0011623	Muscular ventricular septal defect
HP:0011626	Scimitar anomaly
HP:0011628	Congenital defect of the pericardium
HP:0011642	Abnormal coronary sinus morphology
HP:0011645	Dilatation of the sinus of Valsalva
HP:0011648	Patent ductus arteriosus after birth at term
HP:0011651	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis
HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis
HP:0011662	Tricuspid atresia
HP:0011663	Right ventricular cardiomyopathy
HP:0011664	Left ventricular noncompaction cardiomyopathy
HP:0011670	Left superior vena cava draining to coronary sinus
HP:0011671	Interrupted inferior vena cava with azygous continuation
HP:0011672	Cardiac myxoma
HP:0011675	Arrhythmia
HP:0011682	Perimembranous ventricular septal defect
HP:0011686	Abnormal coronary artery course
HP:0011687	AV nodal tachycardia
HP:0011688	Supraventricular tachycardia with an accessory connection mediated pathway
HP:0011695	Cerebellar hemorrhage
HP:0011702	Abnormal electrophysiology of sinoatrial node origin
HP:0011703	Sinus tachycardia
HP:0011704	Sick sinus syndrome
HP:0011705	First degree atrioventricular block
HP:0011706	Second degree atrioventricular block
HP:0011710	Bundle branch block
HP:0011711	Left anterior fascicular block
HP:0011712	Right bundle branch block
HP:0011713	Left bundle branch block
HP:0011715	Trifascicular block
HP:0011716	Junctional ectopic tachycardia
HP:0011718	Abnormality of the pulmonary veins
HP:0011723	Congenital malformation of the right heart
HP:0011727	Peroneal muscle weakness
HP:0011729	Abnormality of joint mobility
HP:0011730	Abnormal central sensory function
HP:0011731	Abnormality of circulating cortisol level
HP:0011732	Abnormality of adrenal morphology
HP:0011733	Abnormality of adrenal physiology
HP:0011734	Central adrenal insufficiency
HP:0011735	Adrenocorticotropin deficient adrenal insufficiency
HP:0011736	Primary hyperaldosteronism
HP:0011739	Dexamethasone-suppressible primary hyperaldosteronism
HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism
HP:0011742	Ectopic adrenal gland
HP:0011743	Adrenal gland agenesis
HP:0011746	Secretory adrenocortical adenoma
HP:0011747	Abnormality of the anterior pituitary
HP:0011748	Adrenocorticotropic hormone deficiency
HP:0011749	Adrenocorticotropic hormone excess
HP:0011750	Neoplasm of the anterior pituitary
HP:0011751	Abnormality of the posterior pituitary
HP:0011752	Neoplasm of the posterior pituitary
HP:0011753	Posterior pituitary dysgenesis
HP:0011755	Ectopic posterior pituitary
HP:0011760	Pituitary growth hormone cell adenoma
HP:0011761	Pituitary null cell adenoma
HP:0011766	Abnormality of the parathyroid morphology
HP:0011767	Abnormality of the parathyroid physiology
HP:0011768	Parathyroid dysgenesis
HP:0011772	Abnormality of thyroid morphology
HP:0011780	Thyroid hemiagenesis
HP:0011781	Thyroid C cell hyperplasia
HP:0011782	Thyroid crisis
HP:0011784	Thyrotoxicosis with diffuse goiter
HP:0011785	Thyrotoxicosis with toxic multinodular goiter
HP:0011786	Thyrotoxicosis with toxic single thyroid nodule
HP:0011787	Central hypothyroidism
HP:0011788	Increased circulating free T3
HP:0011789	Impaired sensitivity to thyroid stimulating hormone
HP:0011790	Activating thyroid-stimulating hormone receptor defect
HP:0011792	Neoplasm by histology
HP:0011793	Neoplasm by anatomical site
HP:0011794	Embryonal renal neoplasm
HP:0011799	Abnormality of facial soft tissue
HP:0011800	Midface retrusion
HP:0011801	Enlargement of parotid gland
HP:0011802	Hamartoma of tongue
HP:0011803	Bifid nose
HP:0011804	Abnormal muscle physiology
HP:0011805	Abnormal skeletal muscle morphology
HP:0011807	Type 1 muscle fiber atrophy
HP:0011808	Decreased patellar reflex
HP:0011809	Paradoxical myotonia
HP:0011812	Agraphesthesia
HP:0011813	Increased cerebral lipofuscin
HP:0011814	Increased urinary hypoxanthine
HP:0011815	Cephalocele
HP:0011817	Basal encephalocele
HP:0011819	Submucous cleft soft palate
HP:0011821	Abnormality of facial skeleton
HP:0011822	Broad chin
HP:0011823	Chin with horizontal crease
HP:0011824	Chin with H-shaped crease
HP:0011825	Tented philtrum
HP:0011830	Abnormal oral mucosa morphology
HP:0011832	Narrow nasal tip
HP:0011833	Overhanging nasal tip
HP:0011834	Moyamoya phenomenon
HP:0011835	Absent scaphoid
HP:0011837	Partial IgA deficiency
HP:0011838	Sclerodactyly
HP:0011839	Abnormal T cell count
HP:0011840	Abnormality of T cell physiology
HP:0011842	Abnormality of skeletal morphology
HP:0011843	Abnormality of skeletal physiology
HP:0011844	Abnormal appendicular skeleton morphology
HP:0011847	Giant cell tumor of bone
HP:0011848	Abdominal colic
HP:0011849	Abnormal bone ossification
HP:0011850	Parotitis
HP:0011852	Chylopericardium
HP:0011854	Hemoperitoneum
HP:0011855	Pharyngeal edema
HP:0011856	Pica
HP:0011858	Reduced factor IX activity
HP:0011859	Punctate keratitis
HP:0011860	Metaphyseal dappling
HP:0011862	Abnormal bone collagen fibril morphology
HP:0011863	Abnormal sternal ossification
HP:0011864	Elevated plasma pyrophosphate
HP:0011867	Abnormality of the wing of the ilium
HP:0011869	Abnormal platelet function
HP:0011871	Impaired ristocetin-induced platelet aggregation
HP:0011872	Impaired thrombin-induced platelet aggregation
HP:0011873	Abnormal platelet count
HP:0011875	Abnormal platelet morphology
HP:0011876	Abnormal platelet volume
HP:0011877	Increased mean platelet volume
HP:0011878	Abnormal platelet membrane protein expression
HP:0011879	Decreased platelet glycoprotein Ib-IX-V
HP:0011883	Abnormal platelet granules
HP:0011884	Abnormal umbilical stump bleeding
HP:0011885	Hemorrhage of the eye
HP:0011886	Hyphema
HP:0011887	Choroid hemorrhage
HP:0011889	Bleeding with minor or no trauma
HP:0011890	Prolonged bleeding following procedure
HP:0011891	Post-partum hemorrhage
HP:0011892	Low levels of vitamin K
HP:0011893	Abnormal leukocyte count
HP:0011894	Impaired thromboxane A2 agonist-induced platelet aggregation
HP:0011895	Anemia due to reduced life span of red cells
HP:0011897	Neutrophilia
HP:0011898	Abnormality of circulating fibrinogen
HP:0011900	Hypofibrinogenemia
HP:0011902	Abnormal hemoglobin
HP:0011903	HbH hemoglobin
HP:0011904	Persistence of hemoglobin F
HP:0011906	Reduced beta/alpha synthesis ratio
HP:0011907	Reduced alpha/beta synthesis ratio
HP:0011908	Unilateral radial aplasia
HP:0011909	Flattened metacarpal heads
HP:0011910	Shortening of all phalanges of fingers
HP:0011911	Abnormality of metacarpophalangeal joint
HP:0011912	Abnormality of the glenoid fossa
HP:0011913	Lumbar hypertrichosis
HP:0011915	Cardiovascular calcification
HP:0011916	Toe extensor amyotrophy
HP:0011917	Short 5th toe
HP:0011918	Clinodactyly of the 4th toe
HP:0011922	Abnormal activity of mitochondrial respiratory chain
HP:0011923	Decreased activity of mitochondrial complex I
HP:0011924	Decreased activity of mitochondrial complex III
HP:0011925	Decreased activity of mitochondrial ATP synthase complex
HP:0011927	Short digit
HP:0011929	Hypersegmentation of proximal phalanx of third finger
HP:0011931	Abnormality of the cerebellar peduncle
HP:0011932	Abnormality of the superior cerebellar peduncle
HP:0011933	Elongated superior cerebellar peduncle
HP:0011934	Dilatation of mesenteric artery
HP:0011935	Decreased urinary urate
HP:0011936	Decreased plasma total carnitine
HP:0011937	Hypoplastic fifth toenail
HP:0011939	3-4 finger cutaneous syndactyly
HP:0011940	Anterior wedging of T12
HP:0011941	Anterior wedging of L2
HP:0011942	Increased urinary sulfite
HP:0011943	Increased urinary thiosulfate
HP:0011944	Small vessel vasculitis
HP:0011945	Bronchiolitis obliterans organizing pneumonia
HP:0011946	Bronchiolitis obliterans
HP:0011947	Respiratory tract infection
HP:0011948	Recurrent acute respiratory tract infection
HP:0011949	Acute infectious pneumonia
HP:0011950	Bronchiolitis
HP:0011951	Aspiration pneumonia
HP:0011954	Nodular regenerative hyperplasia of liver
HP:0011957	Abnormal pectoral muscle morphology
